gene	betweenness_norm	eigenvector_norm	betweenness_tumor	eigenvector_tumor	diff_betweenness	diff_eigenvector	rank_bet	rank_eig	ensemble_score	final_rank	delta_betweenness	delta_eigenvector
SLC9A3R1	1362.166667	0.008349	10.0	0.010304	1352.166667	0.001955	0.9688616071428572	0.9608816964285715	0.9309613846759408	166	-1352.166667	0.001955
SYVN1	1669.0	0.010563	421.0	0.012609	1248.0	0.002046000000000001	0.9659598214285714	0.9637276785714286	0.9309222162986288	167	-1248.0	0.002046000000000001
MRPS26	167.5	0.018779	1100.0	0.016334	932.5	0.0024449999999999993	0.9565848214285714	0.9731026785714286	0.9308552520129145	168	932.5	-0.0024449999999999993
SLC39A7	2533.0	0.011471	312.0	0.013117	2221.0	0.001646	0.9811383928571429	0.9478794642857142	0.9300009342115753	169	-2221.0	0.001646
CLINT1	64.0	0.016109	921.5	0.013603	857.5	0.002505999999999998	0.9542410714285714	0.9744419642857143	0.9298525440449616	170	857.5	-0.002505999999999998
TOP2A	4322.0	0.03513	3497.333333	0.032548	824.666667	0.002582000000000001	0.9522321428571429	0.97578125	0.9291702706473215	171	-824.666667	-0.002582000000000001
UBE2M	3012.833333	0.035026	7124.5	0.033567	4111.6666669999995	0.001459000000000002	0.9925223214285714	0.9361607142857142	0.9291604053730868	172	4111.6666669999995	-0.001459000000000002
IPO7	190.5	0.022639	941.0	0.019838	750.5	0.002800999999999998	0.9489397321428571	0.9791294642857142	0.9291348515724648	173	750.5	-0.002800999999999998
TRAF6	1408.5	0.015099	5349.5	0.013631	3941.0	0.0014679999999999988	0.9915178571428571	0.93671875	0.9287733677455358	174	3941.0	-0.0014679999999999988
SPPL3	6093.5	0.01296	3071.0	0.014471	3022.5	0.0015110000000000002	0.9878348214285714	0.9399553571428572	0.9285206323740434	175	-3022.5	0.0015110000000000002
NDRG1	1000.5	0.023422	2.0	0.025637	998.5	0.0022150000000000017	0.9585379464285714	0.9685267857142857	0.9283696762396365	176	-998.5	0.0022150000000000017
ESR1	5407.5	0.097469	5880.0	0.090273	472.5	0.007195999999999994	0.9286830357142857	0.9988839285714286	0.9276465591119261	177	472.5	-0.007195999999999994
SNRPC	3179.0	0.021332	2341.333333	0.018916	837.666667	0.0024160000000000015	0.9535714285714286	0.9727678571428572	0.9276036352040817	178	-837.666667	-0.0024160000000000015
ZC3HAV1	1221.5	0.039346	63.0	0.037343	1158.5	0.002002999999999998	0.9633928571428572	0.9625	0.9272656250000001	179	-1158.5	-0.002002999999999998
EIF3F	171.5	0.025111	1271.0	0.02302	1099.5	0.0020910000000000026	0.9611607142857143	0.9647321428571428	0.9272626355229591	180	1099.5	-0.0020910000000000026
ITGA4	3900.5	0.030504	1600.5	0.028924	2300.0	0.0015800000000000015	0.9821428571428571	0.9436383928571429	0.9267877072704082	181	-2300.0	-0.0015800000000000015
SEC24A	151.0	0.012839	1582.0	0.011061	1431.0	0.001778	0.9706473214285715	0.9544642857142858	0.9264482023278062	182	1431.0	-0.001778
CISD2	3765.0	0.009155	279.5	0.010583	3485.5	0.0014280000000000004	0.9901785714285715	0.9348214285714286	0.9256401466836736	183	-3485.5	0.0014280000000000004
RNF10	793.333333	0.017145	25.0	0.019654	768.333333	0.002509000000000001	0.9497767857142857	0.9745535714285715	0.9256083585778061	184	-768.333333	0.002509000000000001
AURKAIP1	3569.0	0.01032	13944.833333	0.009015	10375.833333	0.0013049999999999989	0.9984375	0.9267857142857143	0.9253376116071429	185	10375.833333	-0.0013049999999999989
PFDN5	951.5	0.01005	3970.5	0.008584	3019.0	0.0014660000000000003	0.9877232142857143	0.9366071428571429	0.9251086176658163	186	3019.0	-0.0014660000000000003
HIF1A	2180.0	0.019591	925.0	0.01774	1255.0	0.001851000000000002	0.9660714285714286	0.9572544642857143	0.9247761878188775	187	-1255.0	-0.001851000000000002
ENO2	4109.0	0.006961	186.0	0.008354	3923.0	0.0013930000000000001	0.9912946428571429	0.9326450892857143	0.9245260806959503	188	-3923.0	0.0013930000000000001
MKI67	2000.5	0.036385	871.0	0.034455	1129.5	0.0019300000000000012	0.9625	0.9603794642857143	0.9243652343750001	189	-1129.5	-0.0019300000000000012
STK4	5984.666667	0.054117	6447.5	0.049165	462.8333329999996	0.004951999999999998	0.9276785714285715	0.9949776785714286	0.9230194714604593	190	462.8333329999996	-0.004951999999999998
ERP44	1417.5	0.01132	35.0	0.013054	1382.5	0.0017339999999999994	0.96953125	0.951953125	0.9229483032226562	191	-1382.5	0.0017339999999999994
HIST1H1E	589.5	0.034581	133.0	0.039901	456.5	0.005319999999999998	0.9267299107142857	0.9956473214285714	0.9226961532904177	192	-456.5	0.005319999999999998
TRIM21	1120.0	0.034823	320.0	0.037147	800.0	0.0023239999999999997	0.9506696428571428	0.9702008928571428	0.922340536312181	193	-800.0	0.0023239999999999997
NAA10	346.5	0.009948	1347.5	0.007974	1001.0	0.001974	0.9589285714285715	0.9617745535714286	0.9222730986926021	194	1001.0	-0.001974
EIF6	771.5	0.023723	2739.5	0.022181	1968.0	0.0015420000000000017	0.9782366071428571	0.9418526785714286	0.9213547687141262	195	1968.0	-0.0015420000000000017
PC	821.5	0.01604	7.0	0.018242	814.5	0.0022020000000000026	0.9514508928571429	0.9677455357142857	0.9207623540138712	196	-814.5	0.0022020000000000026
NUP160	1383.0	0.013049	3047.0	0.011447	1664.0	0.0016019999999999993	0.9739955357142858	0.9449776785714286	0.9204040402782206	197	1664.0	-0.0016019999999999993
PDHA1	3627.5	0.035522	368.5	0.036884	3259.0	0.001362000000000002	0.9889508928571429	0.9301339285714286	0.9198567791374364	198	-3259.0	0.001362000000000002
PTBP1	561.5	0.030517	69.5	0.033924	492.0	0.0034070000000000038	0.9314174107142857	0.9868303571428572	0.9191509760642539	199	-492.0	0.0034070000000000038
NUP93	487.0	0.020895	0.0	0.024363	487.0	0.003467999999999999	0.9307477678571429	0.9873883928571429	0.9190095426598374	200	-487.0	0.003467999999999999
ATRX	660.5	0.014573	1918.333333	0.012853	1257.833333	0.0017199999999999993	0.9661830357142858	0.9510044642857143	0.9188443802814095	201	1257.833333	-0.0017199999999999993
ACTR2	581.5	0.022011	1175.5	0.019283	594.0	0.002727999999999998	0.9395647321428572	0.9779017857142858	0.9188020293566647	202	594.0	-0.002727999999999998
PAFAH1B1	805.0	0.011781	60.0	0.01399	745.0	0.002209000000000001	0.9486607142857143	0.9680245535714286	0.9183268644371811	203	-745.0	0.002209000000000001
UBA52	1664.5	0.018581	13869.333333	0.017352	12204.833333	0.001229000000000001	0.9986607142857142	0.9193638392857143	0.9181325484295281	204	12204.833333	-0.001229000000000001
YY1	191.0	0.021466	862.0	0.019054	671.0	0.0024119999999999975	0.9438616071428572	0.9724330357142857	0.9178422079280931	205	671.0	-0.0024119999999999975
PSMB1	2375.5	0.014771	487.0	0.016267	1888.5	0.0014960000000000008	0.9772321428571429	0.9383928571428571	0.9170276626275511	206	-1888.5	0.0014960000000000008
GSK3A	465.0	0.019452	22.0	0.023391	443.0	0.003938999999999998	0.9251116071428571	0.9907366071428572	0.91654193488919	207	-443.0	0.003938999999999998
RPL18	7012.166667	0.031048	3477.166667	0.029769	3535.0000000000005	0.0012789999999999989	0.9902901785714285	0.9247209821428571	0.9157421065349968	208	-3535.0000000000005	-0.0012789999999999989
HSPA1B	469.0	0.017213	5.0	0.020614	464.0	0.0034010000000000012	0.9277901785714285	0.9866629464285714	0.9154161912567761	209	-464.0	0.0034010000000000012
TUBG1	506.5	0.022188	18.0	0.025226	488.5	0.003037999999999999	0.9309151785714286	0.9831473214285714	0.9152267642897003	210	-488.5	0.003037999999999999
IPO5	726.0	0.028866	30.0	0.031028	696.0	0.0021620000000000007	0.9459263392857142	0.9669642857142857	0.9146769870057397	211	-696.0	0.0021620000000000007
CHCHD3	825.0	0.016321	17.0	0.018289	808.0	0.001968000000000001	0.9509486607142857	0.9614955357142857	0.9143328919702647	212	-808.0	0.001968000000000001
CDK9	2615.0	0.043946	465.5	0.042558	2149.5	0.0013880000000000003	0.98046875	0.9321428571428572	0.9139369419642858	213	-2149.5	-0.0013880000000000003
CCT2	1099.0	0.035472	558.0	0.038155	541.0	0.002683000000000005	0.9354352678571428	0.9770089285714286	0.9139286087970344	214	-541.0	0.002683000000000005
ANLN	10672.5	0.082987	9458.0	0.081353	1214.5	0.0016340000000000104	0.9649553571428572	0.9470982142857143	0.9139074956154337	215	-1214.5	-0.0016340000000000104
TRMT1	177.0	0.009699	1478.0	0.008112	1301.0	0.0015869999999999999	0.9676339285714286	0.9438616071428572	0.9133125149473853	216	1301.0	-0.0015869999999999999
MYCN	277.0	0.072344	661.5	0.067035	384.5	0.005309000000000008	0.9173549107142858	0.9955357142857143	0.9132595762914542	217	384.5	-0.005309000000000008
RPS16	5379.066667	0.040691	6108.5	0.038646	729.433333	0.002044999999999998	0.9475446428571429	0.9636160714285714	0.9130692462531889	218	729.433333	-0.002044999999999998
PUM1	200.0	0.015594	742.0	0.013025	542.0	0.002569	0.9357142857142857	0.9756696428571429	0.9129480229591836	219	542.0	-0.002569
FBXO6	1001.0	0.025895	608.5	0.030516	392.5	0.004621	0.9185267857142857	0.9933035714285714	0.912375936702806	220	-392.5	0.004621
RPL37A	3761.166667	0.021778	1216.5	0.020474	2544.666667	0.0013039999999999996	0.9844866071428572	0.9265625	0.9121883719308036	221	-2544.666667	-0.0013039999999999996
HSPB1	2463.0	0.039786	3772.5	0.038232	1309.5	0.0015539999999999998	0.9678571428571429	0.9424665178571429	0.9121729512117347	222	1309.5	-0.0015539999999999998
STAT3	5463.5	0.025219	1806.833333	0.023976	3656.666667	0.0012429999999999976	0.990625	0.9207589285714286	0.9121268136160714	223	-3656.666667	-0.0012429999999999976
PPIA	6163.166667	0.036964	3450.0	0.035683	2713.1666670000004	0.0012809999999999974	0.9860491071428571	0.925	0.9120954241071428	224	-2713.1666670000004	-0.0012809999999999974
N4BP2	58.5	0.005146	961.0	0.003369	902.5	0.0017770000000000004	0.9556919642857142	0.9543526785714286	0.9120671860052615	225	902.5	-0.0017770000000000004
UBA1	503.0	0.025219	80.0	0.028903	423.0	0.0036840000000000032	0.9221540178571429	0.9889508928571429	0.9119650393116232	226	-423.0	0.0036840000000000032
HIST1H2BD	1176.0	0.016305	304.5	0.018089	871.5	0.0017840000000000009	0.9547991071428571	0.9547991071428571	0.9116413350007971	227	-871.5	0.0017840000000000009
PPP2R2D	1183.0	0.004715	93.0	0.006374	1090.0	0.0016590000000000008	0.9608258928571428	0.9484375	0.9112833077566964	228	-1090.0	0.0016590000000000008
RPL36	2001.666667	0.030258	3340.5	0.028734	1338.833333	0.001524000000000001	0.96875	0.940625	0.91123046875	229	1338.833333	-0.001524000000000001
DVL2	1712.5	0.023135	292.0	0.024633	1420.5	0.0014979999999999993	0.9702008928571428	0.9387276785714286	0.910754431899713	230	-1420.5	0.0014979999999999993
SAP18	2289.5	0.029317	73.0	0.030639	2216.5	0.0013220000000000003	0.9810267857142857	0.9281808035714286	0.9105702302893814	231	-2216.5	0.0013220000000000003
CALR	2216.333333	0.021386	892.5	0.022892	1323.833333	0.0015060000000000004	0.9686383928571428	0.9396205357142857	0.9101525256098533	232	-1323.833333	0.0015060000000000004
IGBP1	5807.666667	0.007076	510.0	0.008247	5297.666667	0.001171000000000001	0.9948660714285714	0.91484375	0.9101470075334821	233	-5297.666667	0.001171000000000001
NHLRC2	6792.0	0.014575	4978.666667	0.013181	1813.3333329999996	0.0013939999999999994	0.9756696428571429	0.9328125	0.9101168387276786	234	-1813.3333329999996	-0.0013939999999999994
NUDCD2	1039.5	0.020817	445.5	0.023035	594.0	0.0022180000000000012	0.9395647321428572	0.9686383928571428	0.910098472128109	235	-594.0	0.0022180000000000012
HDAC1	1334.75	0.050236	944.0	0.054237	390.75	0.004000999999999998	0.9181919642857143	0.9911830357142857	0.9100962985291773	236	-390.75	0.004000999999999998
KRR1	264.0	0.026046	702.5	0.022899	438.5	0.0031470000000000005	0.924609375	0.9842633928571428	0.9100591605050222	237	438.5	-0.0031470000000000005
CREB1	598.0	0.010992	2477.0	0.009608	1879.0	0.0013839999999999998	0.9770089285714286	0.9314732142857143	0.9100576470822704	238	1879.0	-0.0013839999999999998
LMNB1	63.5	0.041326	539.0	0.038553	475.5	0.0027730000000000046	0.9290736607142858	0.97890625	0.9094760131835938	239	475.5	-0.0027730000000000046
RPL31	259.0	0.036429	882.5	0.034347	623.5	0.0020820000000000005	0.9422433035714286	0.9646205357142857	0.9089072402642698	240	623.5	-0.0020820000000000005
NDUFS1	473.0	0.020263	1024.0	0.017913	551.0	0.0023500000000000014	0.9361607142857142	0.9707589285714285	0.9087863719706631	241	551.0	-0.0023500000000000014
ADAR	30.0	0.02359	455.5	0.020431	425.5	0.0031589999999999986	0.9227120535714286	0.9844866071428572	0.9083976589903541	242	425.5	-0.0031589999999999986
STIP1	839.0	0.053887	496.0	0.060281	343.0	0.006394000000000004	0.9098214285714286	0.9982142857142857	0.9081967474489796	243	-343.0	0.006394000000000004
ANAPC1	249.0	0.010318	1304.333333	0.008696	1055.333333	0.0016220000000000002	0.9598214285714286	0.9462053571428571	0.908188177614796	244	1055.333333	-0.0016220000000000002
MRPS34	3855.5	0.018155	6692.833333	0.016915	2837.3333329999996	0.0012400000000000015	0.9864955357142857	0.9205357142857142	0.9081043726084184	245	2837.3333329999996	-0.0012400000000000015
CDK18	1935.0	0.007408	40.0	0.008739	1895.0	0.0013310000000000006	0.97734375	0.9286830357142857	0.9076425606863838	246	-1895.0	0.0013310000000000006
HIST1H2BJ	589.0	0.012941	19.0	0.01515	570.0	0.002209000000000001	0.9375558035714285	0.9680245535714286	0.9075770382005341	247	-570.0	0.002209000000000001
C7orf50	32.0	0.018027	635.5	0.015929	603.5	0.0020980000000000026	0.9405133928571429	0.96484375	0.9074484688895089	248	603.5	-0.0020980000000000026
IGSF8	639.0	0.010538	116.0	0.01291	523.0	0.002371999999999999	0.9341517857142857	0.97109375	0.9071489606584822	249	-523.0	0.002371999999999999
CCT4	629.5	0.034039	56.0	0.036171	573.5	0.002132000000000002	0.9380022321428572	0.96640625	0.9064912196568081	250	-573.5	0.002132000000000002
PFN1	511.5	0.027133	926.0	0.024008	414.5	0.0031249999999999993	0.9206473214285714	0.9841517857142857	0.9060567053970026	251	414.5	-0.0031249999999999993
RPL27A	4733.666667	0.028929	3807.5	0.027299	926.1666670000004	0.0016299999999999995	0.9564732142857143	0.9467633928571428	0.9055538255341199	252	-926.1666670000004	-0.0016299999999999995
CYLD	2256.0	0.034758	1378.5	0.036414	877.5	0.0016560000000000047	0.9549107142857143	0.9482142857142857	0.9054599808673469	253	-877.5	0.0016560000000000047
RC3H2	3490.5	0.029699	4414.0	0.028072	923.5	0.001627	0.9563616071428571	0.9464285714285714	0.9051279496173469	254	923.5	-0.001627
PAXIP1	93.5	0.014599	634.5	0.012406	541.0	0.0021930000000000005	0.9354352678571428	0.9675223214285714	0.9050545019033003	255	541.0	-0.0021930000000000005
UBC	2838.5	0.067029	3181.5	0.062145	343.0	0.004884000000000006	0.9098214285714286	0.9946428571428572	0.9049473852040817	256	343.0	-0.004884000000000006
DHCR24	1879.5	0.00972	0.0	0.011018	1879.5	0.0012980000000000005	0.9771205357142857	0.9260044642857143	0.9048179782166772	257	-1879.5	0.0012980000000000005
RANBP9	55.0	0.026489	499.833333	0.023771	444.833333	0.002717999999999998	0.9252232142857143	0.9776785714285714	0.9045709103954082	258	444.833333	-0.002717999999999998
CLTB	50.5	0.009354	1435.5	0.007962	1385.0	0.0013919999999999991	0.9696428571428571	0.9324776785714286	0.9041703204719388	259	1385.0	-0.0013919999999999991
CLPP	2207.333333	0.015145	4450.666667	0.013908	2243.3333340000004	0.0012370000000000003	0.9816964285714286	0.9199776785714285	0.903138801419005	260	2243.3333340000004	-0.0012370000000000003
PRKACA	581.0	0.021822	153.5	0.024551	427.5	0.002728999999999999	0.9229910714285714	0.9780133928571428	0.9026976293447065	261	-427.5	0.002728999999999999
TIMM50	603.5	0.017971	1224.5	0.016097	621.0	0.0018740000000000007	0.9419084821428572	0.9581473214285714	0.9024870891960299	262	621.0	-0.0018740000000000007
LGALS3BP	176.0	0.020191	1806.0	0.021507	1630.0	0.0013159999999999977	0.9731026785714286	0.92734375	0.9024006870814733	263	1630.0	0.0013159999999999977
RC3H1	343.833333	0.036534	693.0	0.032653	349.166667	0.0038809999999999956	0.9114955357142858	0.9899553571428571	0.9023398885921556	264	349.166667	-0.0038809999999999956
TRIM28	10690.0	0.062927	10350.833333	0.058405	339.1666669999995	0.004521999999999998	0.9088169642857142	0.9928571428571429	0.9023254145408163	265	-339.1666669999995	-0.004521999999999998
ALDH18A1	6688.5	0.017297	169.5	0.01838	6519.0	0.0010830000000000006	0.9967633928571429	0.9049107142857142	0.9019818738042091	266	-6519.0	0.0010830000000000006
RPLP1	2022.166667	0.022274	1270.5	0.020564	751.666667	0.0017099999999999997	0.9491071428571428	0.9503348214285714	0.9019695671237244	267	-751.666667	-0.0017099999999999997
PIN1	610.5	0.013965	2591.0	0.012718	1980.5	0.0012469999999999998	0.9785714285714285	0.9214285714285714	0.9016836734693877	268	1980.5	-0.0012469999999999998
PIK3C2A	31.0	0.013582	611.0	0.011651	580.0	0.0019310000000000004	0.9386160714285714	0.9604910714285714	0.9015323561065051	269	580.0	-0.0019310000000000004
MGA	4198.5	0.011486	5408.833333	0.010073	1210.3333329999996	0.0014129999999999993	0.9646205357142857	0.934375	0.9013173130580358	270	1210.3333329999996	-0.0014129999999999993
BRD3	166.0	0.020756	789.5	0.018922	623.5	0.0018339999999999988	0.9422433035714286	0.9564174107142858	0.9011779006646605	271	623.5	-0.0018339999999999988
TP53BP1	1677.0	0.022496	605.666667	0.021008	1071.333333	0.0014879999999999997	0.9604910714285714	0.9381696428571429	0.9011035654496173	272	-1071.333333	-0.0014879999999999997
TXLNG	95.0	0.006724	2493.0	0.005542	2398.0	0.0011819999999999999	0.9829241071428572	0.9160714285714285	0.900428691007653	273	2398.0	-0.0011819999999999999
KARS	380.5	0.025006	10.0	0.028096	370.5	0.003089999999999999	0.9150669642857143	0.9835379464285714	0.9000030828981983	274	-370.5	0.003089999999999999
DNAJB11	424.0	0.01599	32.0	0.018811	392.0	0.0028210000000000006	0.9183035714285714	0.9794642857142857	0.8994455516581632	275	-392.0	0.0028210000000000006
PDIA4	1246.0	0.021851	746.5	0.023916	499.5	0.002065000000000001	0.9322544642857142	0.9645089285714286	0.8991677545041453	276	-499.5	0.002065000000000001
SLC7A5	1439.0	0.015919	53.0	0.017225	1386.0	0.0013060000000000016	0.9697544642857143	0.9270089285714286	0.8989710469148597	277	-1386.0	0.0013060000000000016
PCBP2	357.0	0.02566	45.0	0.030334	312.0	0.004674000000000001	0.9044642857142857	0.9938616071428571	0.8989123286033163	278	-312.0	0.004674000000000001
C1QBP	719.0	0.036915	265.5	0.039231	453.5	0.0023159999999999986	0.9264508928571429	0.9700892857142858	0.898740084901148	279	-453.5	0.0023159999999999986
ZRANB1	48725.833333	0.115909	29216.166667	0.116935	19509.666666	0.0010259999999999991	0.99921875	0.8991071428571429	0.8984047154017858	280	-19509.666666	0.0010259999999999991
RPS20	1370.633333	0.035324	635.0	0.033695	735.633333	0.0016289999999999985	0.9482142857142857	0.9466517857142858	0.8976287468112245	281	-735.633333	-0.0016289999999999985
POLR2L	203.0	0.007344	1186.5	0.005885	983.5	0.0014590000000000002	0.9583705357142858	0.9360491071428572	0.8970818842673789	282	983.5	-0.0014590000000000002
POLR2I	112.5	0.005512	980.0	0.004007	867.5	0.0015050000000000003	0.9546875	0.9393973214285715	0.8968308803013394	283	867.5	-0.0015050000000000003
CDC5L	990.0	0.047024	503.5	0.049074	486.5	0.0020499999999999963	0.93046875	0.9638392857142857	0.8968223353794642	284	-486.5	0.0020499999999999963
CTNND1	32.0	0.020077	480.5	0.017869	448.5	0.0022080000000000016	0.9257254464285715	0.9678571428571429	0.8959699856505102	285	448.5	-0.0022080000000000016
ARFGEF2	103.5	0.007318	946.0	0.005818	842.5	0.0014999999999999996	0.9536830357142857	0.9389508928571428	0.895461537886639	286	842.5	-0.0014999999999999996
B3GNT2	668.666667	0.028711	86.5	0.026951	582.166667	0.0017600000000000011	0.9388392857142858	0.9533482142857143	0.8950407565369898	287	-582.166667	-0.0017600000000000011
